@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

jenk-commit,10,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1656,251,28,21,7,0,75,25,0,0.443182,0.241208,0.470033,56.449171,100.500386,25.425517,55.433643,-30.008127,0.908054,1.979773,-1.071719,9.981356,0.356477,1138.256192,0.666667,6,0.210526,4,0.789474,15,0.333333,3,0.6,0.666667,0.631579,0.859649,0.75,0.29386,0.70614,0.25,0.758333,0.75,0.753201,0.859649,36.206,0.003,35.402675,0.003162,898663,309310,60219,?
jenk-commit,10,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1656,252,27,21,6,0,77.777778,22.222222,0,0.467105,0.220331,0.443706,52.685805,97.169234,23.672131,46.860377,-23.188246,0.876746,1.73557,-0.858824,10.23702,0.379149,1162.866613,0.625,5,0.157895,3,0.842105,16,0.375,3,0.625,0.625,0.625,0.809211,0.777778,0.310673,0.689327,0.222222,0.777778,0.777778,0.777778,0.809211,36.444,0.003,35.629753,0.002959,898663,310427,59102,?
vold-commit,1,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1657,133,15,11,4,0,73.333333,26.666667,0,0.411765,0.261577,0.457797,66.880409,103.523208,12.549611,16.777433,-4.227822,0.836641,1.118496,-0.281855,3.089903,0.205994,369.322543,0.75,3,0.272727,3,0.727273,8,0.25,1,0.5,0.75,0.6,0.818182,0.733333,0.256061,0.743939,0.266667,0.785185,0.733333,0.746667,0.818182,16.332,0.001,15.978416,0.001413,806436,163709,42287,?
vold-commit,1,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1657,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.240452,0.471902,61.479288,106.712763,12.549611,41.108647,-28.559036,0.836641,2.740576,-1.903936,3.848645,0.256576,460.011712,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.75,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.75,16.31,0.001,15.956782,0.001367,806436,163709,42287,?
vold-commit,1,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1657,133,15,10,5,0,66.666667,33.333333,0,-0.119403,0.356511,0.581702,91.153281,131.542309,12.549611,67.116642,-54.567031,0.836641,4.474443,-3.637802,0.15302,0.010201,18.289833,0,0,0.090909,1,0.909091,10,1,4,0,0,0,0.431818,0.666667,0.757576,0.242424,0.333333,0.52381,0.666667,0.586667,0.431818,16.274,0.001,15.920866,0.001405,806436,163709,42287,?
vold-commit,1,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1657,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.238559,0.460981,60.995293,104.243331,12.549611,32.060825,-19.511214,0.836641,2.137388,-1.300748,4.066439,0.271096,486.043579,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.840909,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.840909,16.346,0.002,15.993578,0.001391,806436,163709,42287,?
vold-commit,1,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1658,133,15,10,5,0,66.666667,33.333333,0,0.210526,0.336245,0.574048,85.971807,129.811499,12.549611,69.271983,-56.722372,0.836641,4.618132,-3.781491,0.711326,0.047422,85.02164,0.5,2,0.272727,3,0.727273,8,0.5,2,0.4,0.5,0.444444,0.613636,0.666667,0.439394,0.560606,0.333333,0.693333,0.666667,0.677249,0.613636,16.3,0.001,15.945559,0.001467,806436,163709,42287,?
vold-commit,1,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1658,133,15,9,6,0,60,40,0,0.117647,0.390597,0.584655,99.868487,132.210138,12.549611,33.861296,-21.311685,0.836641,2.25742,-1.420779,-1.583732,-0.105582,-189.296495,0.5,2,0.363636,4,0.636364,7,0.5,2,0.333333,0.5,0.4,0.636364,0.6,0.463636,0.536364,0.4,0.659259,0.6,0.62,0.636364,16.302,0.002,15.94518,0.001367,806436,163709,42287,?
vold-commit,1,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1658,133,15,9,6,0,60,40,0,0.224138,0.417943,0.618175,106.8604,139.79002,12.549611,51.726434,-39.176823,0.836641,3.448429,-2.611788,-2.15283,-0.143522,-257.318334,0.75,3,0.454545,5,0.545455,6,0.25,1,0.375,0.75,0.5,0.681818,0.6,0.304545,0.695455,0.4,0.728571,0.6,0.622222,0.681818,16.289,0.002,15.939124,0.0014,806436,163709,42287,?
vold-commit,1,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1658,133,15,12,3,0,80,20,0,0.444444,0.174693,0.389103,44.665781,87.989201,12.549611,26.500966,-13.951355,0.836641,1.766731,-0.93009,6.639705,0.442647,793.614852,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.863636,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.863636,16.357,0.001,16.007056,0.001434,806436,163709,42287,?
vold-commit,1,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1659,134,14,11,3,0,78.571429,21.428571,0,0.432432,0.208377,0.446363,56.356629,107.719997,10.673197,35.319334,-24.646137,0.762371,2.52281,-1.760438,3.792358,0.270883,449.116874,0.666667,2,0.181818,2,0.818182,9,0.333333,1,0.5,0.666667,0.571429,0.757576,0.785714,0.300866,0.699134,0.214286,0.814286,0.785714,0.795918,0.757576,16.446,0.001,16.090706,0.001339,806436,164738,41258,?
vold-commit,1,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1659,134,14,11,3,0,78.571429,21.428571,0,0.432432,0.186497,0.406624,46.722444,89.912805,12.106218,13.470964,-1.364746,0.86473,0.962212,-0.097482,5.670247,0.405018,680.077466,0.5,2,0.1,1,0.9,9,0.5,2,0.666667,0.5,0.571429,0.95,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.95,16.359,0.002,15.999083,0.001325,806436,164738,41258,?
vold-commit,2,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1659,133,15,11,4,0,73.333333,26.666667,0,0.318182,0.272809,0.514456,69.752211,116.335719,12.549611,47.63525,-35.085639,0.836641,3.175683,-2.339043,2.990192,0.199346,357.404575,0.5,2,0.181818,2,0.818182,9,0.5,2,0.5,0.5,0.5,0.727273,0.733333,0.415152,0.584848,0.266667,0.733333,0.733333,0.733333,0.727273,16.342,0.002,15.992888,0.001443,806436,163709,42287,?
vold-commit,2,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.17,133,15,11,4,0,73.333333,26.666667,0,0.318182,0.287276,0.505442,73.451321,114.297395,12.549611,38.607911,-26.058299,0.836641,2.573861,-1.73722,2.646611,0.176441,316.337842,0.5,2,0.181818,2,0.818182,9,0.5,2,0.5,0.5,0.5,0.590909,0.733333,0.415152,0.584848,0.266667,0.733333,0.733333,0.733333,0.590909,16.36,0.002,16.00395,0.001393,806436,163709,42287,?
vold-commit,2,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.17,133,15,13,2,0,86.666667,13.333333,0,0.705882,0.14455,0.347018,36.958866,78.472314,12.549611,14.973812,-2.424201,0.836641,0.998254,-0.161613,7.575154,0.50501,905.424942,1,4,0.181818,2,0.818182,9,0,0,0.666667,1,0.8,0.931818,0.866667,0.048485,0.951515,0.133333,0.911111,0.866667,0.873333,0.931818,16.318,0.002,15.965604,0.001455,806436,163709,42287,?
vold-commit,2,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.17,133,15,11,4,0,73.333333,26.666667,0,0.482759,0.27158,0.500647,69.437974,113.21299,12.549611,21.918308,-9.368697,0.836641,1.461221,-0.62458,2.994674,0.199645,357.940238,1,4,0.363636,4,0.636364,7,0,0,0.5,1,0.666667,0.909091,0.733333,0.09697,0.90303,0.266667,0.866667,0.733333,0.748148,0.909091,16.315,0.001,15.963067,0.001431,806436,163709,42287,?
vold-commit,2,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.17,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.138712,0.321802,35.466074,72.770245,12.549611,28.735697,-16.186086,0.836641,1.915713,-1.079072,7.957279,0.530485,951.098706,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.772727,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.772727,16.307,0.002,15.95837,0.00148,806436,163709,42287,?
vold-commit,2,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1701,133,15,13,2,0,86.666667,13.333333,0,0.659091,0.132926,0.363419,33.986826,82.181169,12.549611,16.508511,-3.9589,0.836641,1.100567,-0.263927,7.849768,0.523318,938.248361,0.75,3,0.090909,1,0.909091,10,0.25,1,0.75,0.75,0.75,0.977273,0.866667,0.207576,0.792424,0.133333,0.866667,0.866667,0.866667,0.977273,16.286,0.002,15.926078,0.001432,806436,163709,42287,?
vold-commit,2,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1701,133,15,11,4,0,73.333333,26.666667,0,0.318182,0.239332,0.442177,61.192829,99.991013,12.549611,21.224238,-8.674626,0.836641,1.414949,-0.578308,4.006586,0.267106,478.889631,0.5,2,0.181818,2,0.818182,9,0.5,2,0.5,0.5,0.5,0.863636,0.733333,0.415152,0.584848,0.266667,0.733333,0.733333,0.733333,0.863636,16.264,0.002,15.906713,0.001448,806436,163709,42287,?
vold-commit,2,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1701,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.32284,0.544085,82.544198,123.035845,12.549611,53.86256,-41.312949,0.836641,3.590837,-2.754197,1.097229,0.073149,131.147015,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.545455,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.545455,16.338,0.001,15.984254,0.001433,806436,163709,42287,?
vold-commit,2,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1701,134,14,10,4,0,71.428571,28.571429,0,0.317073,0.318454,0.537749,86.127226,129.774167,10.673197,27.544989,-16.871792,0.762371,1.967499,-1.205128,0.475536,0.033967,56.316201,0.666667,2,0.272727,3,0.727273,8,0.333333,1,0.4,0.666667,0.5,0.727273,0.714286,0.320346,0.679654,0.285714,0.784127,0.714286,0.735714,0.727273,16.458,0.001,16.097313,0.00131,806436,164738,41258,?
vold-commit,2,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1702,134,14,8,6,0,57.142857,42.857143,0,-0.05,0.393048,0.601331,98.468953,132.966533,12.106218,58.491543,-46.385325,0.86473,4.177967,-3.313237,-1.191235,-0.085088,-142.874193,0.25,1,0.3,3,0.7,7,0.75,3,0.25,0.25,0.25,0.55,0.571429,0.621429,0.378571,0.428571,0.571429,0.571429,0.571429,0.55,16.473,0.001,16.1113,0.001358,806436,164738,41258,?
vold-commit,3,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1702,133,15,12,3,0,80,20,0,0.526316,0.221926,0.41202,56.742549,93.171471,12.549611,22.498597,-9.948986,0.836641,1.499906,-0.663266,4.984837,0.332322,595.815706,0.75,3,0.181818,2,0.818182,9,0.25,1,0.6,0.75,0.666667,0.818182,0.8,0.231818,0.768182,0.2,0.82,0.8,0.806349,0.818182,16.275,0.001,15.917677,0.001445,806436,163709,42287,?
vold-commit,3,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1702,133,15,12,3,0,80,20,0,0.328358,0.194939,0.435898,49.842265,98.571167,12.549611,29.472023,-16.922412,0.836641,1.964802,-1.128161,5.600541,0.373369,669.408172,0.25,1,0,0,1,11,0.75,3,1,0.25,0.4,0.886364,0.8,0.55,0.45,0.2,0.842857,0.8,0.752,0.886364,16.325,0.001,15.966551,0.001424,806436,163709,42287,?
vold-commit,3,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1703,133,15,14,1,0,93.333333,6.666667,0,0.814815,0.06594,0.25441,16.859703,57.5306,12.549611,6.095329,6.454282,0.836641,0.406355,0.430285,10.211131,0.680742,1220.491682,0.75,3,0,0,1,11,0.25,1,1,0.75,0.857143,1,0.933333,0.183333,0.816667,0.066667,0.938889,0.933333,0.930021,1,16.352,0.002,16.002346,0.001391,806436,163709,42287,?
vold-commit,3,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1703,133,15,9,6,0,60,40,0,-0.022727,0.413914,0.629727,105.830255,142.402369,12.549611,53.781538,-41.231927,0.836641,3.585436,-2.748795,-1.938157,-0.12921,-231.659415,0.25,1,0.272727,3,0.727273,8,0.75,3,0.25,0.25,0.25,0.659091,0.6,0.622727,0.377273,0.4,0.6,0.6,0.6,0.659091,16.365,0.002,16.013959,0.001414,806436,163709,42287,?
vold-commit,3,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1703,133,15,12,3,0,80,20,0,0.444444,0.187338,0.401255,47.899024,90.737137,12.549611,36.733977,-24.184366,0.836641,2.448932,-1.612291,6.14944,0.409963,735.015556,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.727273,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.727273,16.362,0.001,16.012956,0.001434,806436,163709,42287,?
vold-commit,3,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1703,133,15,13,2,0,86.666667,13.333333,0,0.659091,0.178308,0.381682,45.590057,86.311054,12.549611,12.655226,-0.105615,0.836641,0.843682,-0.007041,6.216637,0.414442,743.047377,0.75,3,0.090909,1,0.909091,10,0.25,1,0.75,0.75,0.75,0.931818,0.866667,0.207576,0.792424,0.133333,0.866667,0.866667,0.866667,0.931818,16.236,0.001,15.890008,0.001421,806436,163709,42287,?
vold-commit,3,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1704,133,15,9,6,0,60,40,0,0.117647,0.399591,0.606148,102.16825,137.070413,12.549611,35.639164,-23.089553,0.836641,2.375944,-1.539304,-1.602208,-0.106814,-191.504852,0.5,2,0.363636,4,0.636364,7,0.5,2,0.333333,0.5,0.4,0.681818,0.6,0.463636,0.536364,0.4,0.659259,0.6,0.62,0.681818,16.249,0.002,15.900831,0.001404,806436,163709,42287,?
vold-commit,3,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1704,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.168469,0.379577,43.074382,85.834989,12.549611,43.938964,-31.389353,0.836641,2.929264,-2.092624,6.670585,0.444706,797.305764,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.704545,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.704545,16.244,0.002,15.898128,0.001432,806436,163709,42287,?
vold-commit,3,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1704,134,14,9,5,0,64.285714,35.714286,0,0.054054,0.377812,0.584836,102.181031,141.137459,10.673197,32.79101,-22.117814,0.762371,2.342215,-1.579844,-1.664939,-0.118924,-197.17346,0.333333,1,0.272727,3,0.727273,8,0.666667,2,0.25,0.333333,0.285714,0.636364,0.642857,0.582251,0.417749,0.357143,0.682143,0.642857,0.659864,0.636364,16.407,0.001,16.057356,0.001279,806436,164738,41258,?
vold-commit,3,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1704,134,14,11,3,0,78.571429,21.428571,0,0.432432,0.23191,0.456392,58.099522,100.917518,12.106218,23.96979,-11.863572,0.86473,1.712128,-0.847398,4.61895,0.329925,553.987079,0.5,2,0.1,1,0.9,9,0.5,2,0.666667,0.5,0.571429,0.8,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.8,16.385,0.001,16.032496,0.001279,806436,164738,41258,?
vold-commit,4,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1705,133,15,8,7,0,53.333333,46.666667,0,-0.105263,0.438304,0.620837,112.066442,140.391963,12.549611,57.872144,-45.322532,0.836641,3.858143,-3.021502,-3.047569,-0.203171,-364.262543,0.25,1,0.363636,4,0.636364,7,0.75,3,0.2,0.25,0.222222,0.5,0.533333,0.64697,0.35303,0.466667,0.566667,0.533333,0.548148,0.5,16.269,0.002,15.917167,0.001407,806436,163709,42287,?
vold-commit,4,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1705,133,15,11,4,0,73.333333,26.666667,0,0.411765,0.235296,0.412417,60.160973,93.261379,12.549611,25.11177,-12.562158,0.836641,1.674118,-0.837477,4.12401,0.274934,492.924839,0.75,3,0.272727,3,0.727273,8,0.25,1,0.5,0.75,0.6,0.818182,0.733333,0.256061,0.743939,0.266667,0.785185,0.733333,0.746667,0.818182,16.245,0.001,15.893825,0.001453,806436,163709,42287,?
vold-commit,4,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1705,133,15,12,3,0,80,20,0,0.444444,0.168559,0.389196,43.09735,88.010175,12.549611,53.039334,-40.489723,0.836641,3.535956,-2.699315,6.415743,0.427716,766.845679,0.5,2,0.090909,1,0.909091,10,0.5,2,0.666667,0.5,0.571429,0.681818,0.8,0.390909,0.609091,0.2,0.788889,0.8,0.790062,0.681818,16.2,0.001,15.848142,0.001371,806436,163709,42287,?
vold-commit,4,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1706,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.121025,0.329676,30.943991,74.550745,12.549611,15.787748,-3.238137,0.836641,1.052517,-0.215876,8.142674,0.542845,973.258077,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.954545,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.954545,16.258,0.002,15.910206,0.001439,806436,163709,42287,?
vold-commit,4,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1706,133,15,11,4,0,73.333333,26.666667,0,0.318182,0.348643,0.544342,89.141684,123.09387,12.549611,47.090941,-34.54133,0.836641,3.139396,-2.302755,0.260671,0.017378,31.15684,0.5,2,0.181818,2,0.818182,9,0.5,2,0.5,0.5,0.5,0.727273,0.733333,0.415152,0.584848,0.266667,0.733333,0.733333,0.733333,0.727273,16.296,0.002,15.948653,0.001394,806436,163709,42287,?
vold-commit,4,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1706,133,15,12,3,0,80,20,0,0.526316,0.218824,0.443414,55.949266,100.270869,12.549611,18.809065,-6.259454,0.836641,1.253938,-0.417297,5.027534,0.335169,600.919106,0.75,3,0.181818,2,0.818182,9,0.25,1,0.6,0.75,0.666667,0.886364,0.8,0.231818,0.768182,0.2,0.82,0.8,0.806349,0.886364,16.248,0.001,15.893252,0.001455,806436,163709,42287,?
vold-commit,4,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1706,133,15,13,2,0,86.666667,13.333333,0,0.594595,0.200009,0.370074,51.138687,83.686071,12.549611,17.07292,-4.523309,0.836641,1.138195,-0.301554,5.210629,0.347375,622.803596,0.5,2,0,0,1,11,0.5,2,1,0.5,0.666667,0.840909,0.866667,0.366667,0.633333,0.133333,0.887179,0.866667,0.85,0.840909,16.24,0.002,15.88494,0.001427,806436,163709,42287,?
vold-commit,4,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1707,133,15,9,6,0,60,40,0,0.117647,0.342458,0.547652,87.560361,123.842469,12.549611,43.538264,-30.988653,0.836641,2.902551,-2.06591,0.147836,0.009856,17.670146,0.5,2,0.363636,4,0.636364,7,0.5,2,0.333333,0.5,0.4,0.636364,0.6,0.463636,0.536364,0.4,0.659259,0.6,0.62,0.636364,16.297,0.001,15.947753,0.001369,806436,163709,42287,?
vold-commit,4,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1707,134,14,12,2,0,85.714286,14.285714,0,0.575758,0.145819,0.378026,39.437493,91.228455,10.673197,29.167863,-18.494666,0.762371,2.083419,-1.321048,5.940333,0.424309,703.494652,0.666667,2,0.090909,1,0.909091,10,0.333333,1,0.666667,0.666667,0.666667,0.909091,0.857143,0.281385,0.718615,0.142857,0.857143,0.857143,0.857143,0.909091,16.383,0.001,16.033236,0.001357,806436,164738,41258,?
vold-commit,4,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1707,134,14,12,2,0,85.714286,14.285714,0,0.65,0.175312,0.395911,43.920248,87.543976,12.106218,24.782369,-12.676151,0.86473,1.770169,-0.905439,6.505913,0.464708,780.305389,0.75,3,0.1,1,0.9,9,0.25,1,0.75,0.75,0.75,0.9,0.857143,0.207143,0.792857,0.142857,0.857143,0.857143,0.857143,0.9,16.298,0.001,15.940486,0.001281,806436,164738,41258,?
vold-commit,5,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1707,133,15,9,6,0,60,40,0,0.117647,0.387333,0.595971,99.034014,134.769116,12.549611,38.439994,-25.890382,0.836641,2.562666,-1.726025,-1.274324,-0.084955,-152.314377,0.5,2,0.363636,4,0.636364,7,0.5,2,0.333333,0.5,0.4,0.704545,0.6,0.463636,0.536364,0.4,0.659259,0.6,0.62,0.704545,16.251,0.001,15.897818,0.001422,806436,163709,42287,?
vold-commit,5,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1708,133,15,11,4,0,73.333333,26.666667,0,0.189189,0.243744,0.477105,62.320902,107.88946,12.549611,38.03418,-25.484569,0.836641,2.535612,-1.698971,3.745593,0.249706,447.694274,0.25,1,0.090909,1,0.909091,10,0.75,3,0.5,0.25,0.333333,0.727273,0.733333,0.574242,0.425758,0.266667,0.697436,0.733333,0.7,0.727273,16.297,0.002,15.945654,0.001491,806436,163709,42287,?
vold-commit,5,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1708,133,15,10,5,0,66.666667,33.333333,0,0.074074,0.351575,0.575128,89.891208,130.055816,12.549611,56.515172,-43.965561,0.836641,3.767678,-2.931037,0.342915,0.022861,40.987099,0.25,1,0.181818,2,0.818182,9,0.75,3,0.333333,0.25,0.285714,0.613636,0.666667,0.598485,0.401515,0.333333,0.638889,0.666667,0.650104,0.613636,16.285,0.001,15.933432,0.001446,806436,163709,42287,?
vold-commit,5,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1708,133,15,13,2,0,86.666667,13.333333,0,0.705882,0.159438,0.365714,40.765377,82.700224,12.549611,22.246208,-9.696597,0.836641,1.483081,-0.64644,7.241994,0.4828,865.60381,1,4,0.181818,2,0.818182,9,0,0,0.666667,1,0.8,0.818182,0.866667,0.048485,0.951515,0.133333,0.911111,0.866667,0.873333,0.818182,16.306,0.001,15.95532,0.001431,806436,163709,42287,?
vold-commit,5,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.2 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H t',-5990607817048210779,20130821.1709,133,15,11,4,0,73.333333,26.666667,0,0,0.284036,0.518015,72.622833,117.140523,12.549611,52.767131,-40.21752,0.836641,3.517809,-2.681168,2.72602,0.181735,325.829204,0,0,0,0,1,11,1,4,0,0,0,0.681818,0.733333,0.733333,0.266667,0.266667,0.537778,0.733333,0.620513,0.681818,16.268,0.001,15.917806,0.001433,806436,163709,42287,?
